"Date (UTC)","Wind offshore 50Hertz","Wind offshore Tennet","Wind onshore 50Hertz","Wind Amprion","Wind onshore Tennet","Wind Transnet BW","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2016-01-02T19:00:00.000Z,0.321,2.41,7.641,1.833,7.411,0.079,0,0,0,0
2016-01-02T20:00:00.000Z,0.321,2.404,7.259,1.91,7.238,0.071,0,0,0,0
2016-01-02T21:00:00.000Z,0.321,2.398,6.818,1.87,6.98,0.074,0,0,0,0
2016-01-02T22:00:00.000Z,0.321,2.4,6.777,1.832,7.37,0.073,0,0,0,0
2016-01-02T23:00:00.000Z,0.321,2.391,6.694,1.816,7.629,0.074,0,0,0,0
2016-01-03T00:00:00.000Z,0.32,2.376,6.631,1.769,7.433,0.068,0,0,0,0
2016-01-03T01:00:00.000Z,0.321,2.361,6.779,1.793,7.278,0.07,0,0,0,0
2016-01-03T02:00:00.000Z,0.321,2.364,6.823,1.718,7.148,0.066,0,0,0,0
2016-01-03T03:00:00.000Z,0.321,2.362,6.686,1.725,7.121,0.067,0,0,0,0
2016-01-03T04:00:00.000Z,0.32,2.352,6.494,1.832,7.235,0.069,0,0,0,0
2016-01-03T05:00:00.000Z,0.321,2.347,6.298,1.857,7.539,0.061,0,0,0,0
2016-01-03T06:00:00.000Z,0.32,2.349,6.095,1.817,7.56,0.049,0,0,0,0
2016-01-03T07:00:00.000Z,0.32,2.355,5.928,1.686,7.395,0.067,0.027,0.01,0.007,0.023
2016-01-03T08:00:00.000Z,0.32,2.345,5.753,1.648,7.091,0.045,0.314,0.092,0.073,0.159
2016-01-03T09:00:00.000Z,0.32,2.338,5.667,1.586,6.744,0.03,0.714,0.313,0.191,0.431
2016-01-03T10:00:00.000Z,0.32,2.328,5.125,1.438,6.384,0.036,1.085,0.539,0.292,0.706
2016-01-03T11:00:00.000Z,0.32,2.338,4.728,1.253,5.891,0.038,1.218,0.669,0.38,0.785
2016-01-03T12:00:00.000Z,0.32,2.347,4.761,1.139,5.757,0.034,1.05,0.799,0.374,0.687
2016-01-03T13:00:00.000Z,0.32,2.266,5.013,1.203,5.47,0.041,0.608,0.558,0.266,0.449
2016-01-03T14:00:00.000Z,0.32,2.208,5.56,1.258,5.478,0.058,0.161,0.224,0.1,0.174
2016-01-03T15:00:00.000Z,0.32,2.242,5.693,1.455,5.591,0.076,0.005,0.019,0.008,0.016
2016-01-03T16:00:00.000Z,0.32,2.274,6.01,1.856,5.761,0.086,0,0,0,0
2016-01-03T17:00:00.000Z,0.32,2.215,6.565,2.341,5.741,0.112,0,0,0,0
2016-01-03T18:00:00.000Z,0.32,2.199,6.396,2.809,5.788,0.137,0,0,0,0
2016-01-03T19:00:00.000Z,0.32,2.212,6.173,3.078,5.816,0.146,0,0,0,0
2016-01-03T20:00:00.000Z,0.32,2.221,5.876,3.152,5.868,0.152,0,0,0,0
2016-01-03T21:00:00.000Z,0.32,2.241,5.443,3.093,5.698,0.162,0,0,0,0
2016-01-03T22:00:00.000Z,0.32,2.261,5.267,2.961,5.764,0.173,0,0,0,0
2016-01-03T23:00:00.000Z,0.32,2.274,5.237,2.818,5.597,0.17,0,0,0,0
2016-01-04T00:00:00.000Z,0.32,2.274,4.919,2.63,5.348,0.197,0,0,0,0
2016-01-04T01:00:00.000Z,0.32,2.277,4.672,2.394,5.165,0.213,0,0,0,0
2016-01-04T02:00:00.000Z,0.32,2.277,4.407,2.1,5.077,0.228,0,0,0,0
2016-01-04T03:00:00.000Z,0.32,2.285,4.191,1.751,4.883,0.193,0,0,0,0
2016-01-04T04:00:00.000Z,0.32,2.291,4.144,1.511,4.756,0.153,0,0,0,0
2016-01-04T05:00:00.000Z,0.32,2.309,4.163,1.466,4.847,0.179,0,0,0,0
2016-01-04T06:00:00.000Z,0.32,2.333,4.054,1.477,4.686,0.22,0,0,0,0
2016-01-04T07:00:00.000Z,0.32,2.345,3.929,1.537,4.521,0.221,0.029,0.013,0.01,0.019
2016-01-04T08:00:00.000Z,0.32,2.337,3.603,1.584,4.158,0.204,0.224,0.103,0.111,0.095
2016-01-04T09:00:00.000Z,0.32,2.341,3.074,1.496,3.984,0.245,0.55,0.274,0.27,0.256
2016-01-04T10:00:00.000Z,0.32,2.345,2.601,1.369,3.709,0.236,0.771,0.394,0.37,0.464
2016-01-04T11:00:00.000Z,0.32,2.342,2.262,1.438,3.582,0.228,0.781,0.465,0.407,0.579
2016-01-04T12:00:00.000Z,0.32,2.345,2.089,1.344,3.444,0.231,0.646,0.47,0.377,0.513
2016-01-04T13:00:00.000Z,0.32,2.353,2.171,1.301,3.38,0.228,0.341,0.3,0.272,0.385
2016-01-04T14:00:00.000Z,0.32,2.361,2.424,1.315,3.351,0.244,0.088,0.148,0.112,0.188
2016-01-04T15:00:00.000Z,0.321,2.349,2.655,1.297,3.44,0.232,0.004,0.018,0.013,0.024
2016-01-04T16:00:00.000Z,0.32,2.36,3.087,1.313,3.585,0.255,0,0,0,0
2016-01-04T17:00:00.000Z,0.321,2.353,3.052,1.365,3.732,0.274,0,0,0,0
2016-01-04T18:00:00.000Z,0.321,2.361,2.843,1.442,3.62,0.273,0,0,0,0
2016-01-04T19:00:00.000Z,0.321,2.366,2.644,1.441,3.652,0.267,0,0,0,0
2016-01-04T20:00:00.000Z,0.321,2.367,2.473,1.315,3.52,0.288,0,0,0,0
2016-01-04T21:00:00.000Z,0.321,2.365,2.319,1.293,3.38,0.297,0,0,0,0
2016-01-04T22:00:00.000Z,0.32,2.366,2.175,1.127,3.465,0.223,0,0,0,0
2016-01-04T23:00:00.000Z,0.32,2.368,2.12,0.98,3.58,0.162,0,0,0,0
2016-01-05T00:00:00.000Z,0.32,2.359,2.096,0.921,3.463,0.146,0,0,0,0
2016-01-05T01:00:00.000Z,0.319,2.367,2.074,0.8,3.534,0.112,0,0,0,0
2016-01-05T02:00:00.000Z,0.32,2.369,2.02,0.671,3.677,0.135,0,0,0,0
2016-01-05T03:00:00.000Z,0.32,2.371,2.097,0.743,3.613,0.115,0,0,0,0
2016-01-05T04:00:00.000Z,0.32,2.377,2.219,0.745,3.585,0.141,0,0,0,0
2016-01-05T05:00:00.000Z,0.32,2.372,2.147,0.715,3.694,0.131,0,0,0,0
2016-01-05T06:00:00.000Z,0.312,2.372,2.073,0.786,3.653,0.127,0,0,0,0
2016-01-05T07:00:00.000Z,0.304,2.383,2.049,0.751,3.618,0.145,0.022,0.014,0.015,0.024
2016-01-05T08:00:00.000Z,0.267,2.385,1.945,0.842,3.519,0.129,0.155,0.131,0.138,0.179
2016-01-05T09:00:00.000Z,0.206,2.388,1.765,0.905,3.374,0.161,0.313,0.46,0.389,0.508
2016-01-05T10:00:00.000Z,0.15,2.383,1.496,0.871,3.326,0.144,0.412,0.75,0.633,0.703
2016-01-05T11:00:00.000Z,0.146,2.376,1.307,0.812,3.294,0.153,0.446,0.941,0.75,0.799
2016-01-05T12:00:00.000Z,0.138,2.375,1.276,0.764,3.195,0.144,0.386,0.767,0.65,0.62
2016-01-05T13:00:00.000Z,0.176,2.349,1.377,0.715,3.245,0.111,0.224,0.498,0.443,0.446
2016-01-05T14:00:00.000Z,0.188,2.317,1.559,0.672,3.219,0.097,0.054,0.207,0.184,0.229
2016-01-05T15:00:00.000Z,0.219,2.285,1.55,0.764,3.195,0.101,0.003,0.019,0.018,0.022
2016-01-05T16:00:00.000Z,0.225,2.295,1.677,0.782,3.283,0.107,0,0,0,0
2016-01-05T17:00:00.000Z,0.246,2.305,1.851,0.827,3.268,0.125,0,0,0,0
2016-01-05T18:00:00.000Z,0.264,2.33,1.745,0.753,3.285,0.151,0,0,0,0
2016-01-05T19:00:00.000Z,0.231,2.326,1.653,0.705,3.333,0.161,0,0,0,0
2016-01-05T20:00:00.000Z,0.198,2.337,1.547,0.7,3.238,0.166,0,0,0,0
2016-01-05T21:00:00.000Z,0.178,2.346,1.476,0.736,3.095,0.168,0,0,0,0
2016-01-05T22:00:00.000Z,0.149,2.341,1.405,0.718,3.194,0.162,0,0,0,0
2016-01-05T23:00:00.000Z,0.162,2.33,1.258,0.682,3.133,0.159,0,0,0,0
2016-01-06T00:00:00.000Z,0.177,2.33,1.18,0.667,3.07,0.144,0,0,0,0
2016-01-06T01:00:00.000Z,0.187,2.342,1.182,0.604,2.803,0.146,0,0,0,0
2016-01-06T02:00:00.000Z,0.212,2.339,1.231,0.566,2.718,0.147,0,0,0,0
2016-01-06T03:00:00.000Z,0.213,2.337,1.235,0.549,2.671,0.158,0,0,0,0
2016-01-06T04:00:00.000Z,0.223,2.333,1.269,0.498,2.892,0.152,0,0,0,0
2016-01-06T05:00:00.000Z,0.294,2.331,1.207,0.439,2.801,0.135,0,0,0,0
2016-01-06T06:00:00.000Z,0.306,2.336,1.297,0.426,2.781,0.12,0,0,0,0
2016-01-06T07:00:00.000Z,0.305,2.347,1.276,0.399,2.751,0.092,0.018,0.033,0.039,0.037
2016-01-06T08:00:00.000Z,0.298,2.356,1.123,0.343,2.597,0.088,0.151,0.192,0.265,0.162
2016-01-06T09:00:00.000Z,0.286,2.362,0.972,0.286,2.656,0.075,0.308,0.512,0.621,0.377
2016-01-06T10:00:00.000Z,0.215,2.36,0.777,0.219,2.63,0.073,0.432,0.75,0.986,0.552
2016-01-06T11:00:00.000Z,0.218,2.36,0.594,0.162,2.282,0.056,0.485,0.656,1.149,0.532
2016-01-06T12:00:00.000Z,0.191,2.356,0.491,0.132,2.132,0.044,0.412,0.487,1.039,0.389
2016-01-06T13:00:00.000Z,0.227,2.357,0.418,0.13,2.01,0.035,0.251,0.318,0.652,0.243
2016-01-06T14:00:00.000Z,0.256,2.359,0.525,0.147,2.032,0.028,0.068,0.124,0.219,0.099
2016-01-06T15:00:00.000Z,0.254,2.366,0.671,0.176,2.097,0.023,0.003,0.012,0.016,0.009
2016-01-06T16:00:00.000Z,0.237,2.37,0.863,0.191,2.337,0.021,0,0,0,0
2016-01-06T17:00:00.000Z,0.201,2.374,1.103,0.211,2.333,0.021,0,0,0,0
2016-01-06T18:00:00.000Z,0.239,2.38,1.211,0.267,2.344,0.023,0,0,0,0
2016-01-06T19:00:00.000Z,0.239,2.384,1.081,0.347,2.517,0.036,0,0,0,0
2016-01-06T20:00:00.000Z,0.233,2.386,0.946,0.386,2.454,0.03,0,0,0,0
2016-01-06T21:00:00.000Z,0.209,2.386,0.859,0.399,2.559,0.026,0,0,0,0
2016-01-06T22:00:00.000Z,0.26,2.388,0.738,0.501,2.454,0.032,0,0,0,0
2016-01-06T23:00:00.000Z,0.215,2.39,0.732,0.614,2.431,0.038,0,0,0,0
2016-01-07T00:00:00.000Z,0.201,2.387,0.816,0.674,2.385,0.046,0,0,0,0
2016-01-07T01:00:00.000Z,0.243,2.387,0.704,0.681,2.646,0.054,0,0,0,0
2016-01-07T02:00:00.000Z,0.231,2.384,0.603,0.743,2.936,0.046,0,0,0,0
2016-01-07T03:00:00.000Z,0.28,2.387,0.535,0.868,2.952,0.043,0,0,0,0
2016-01-07T04:00:00.000Z,0.315,2.39,0.55,1.011,2.798,0.034,0,0,0,0
2016-01-07T05:00:00.000Z,0.304,2.381,0.66,1.21,2.979,0.042,0,0,0,0
2016-01-07T06:00:00.000Z,0.323,2.379,0.686,1.675,3.276,0.061,0,0,0,0
2016-01-07T07:00:00.000Z,0.323,2.382,0.796,1.899,3.67,0.098,0.015,0.055,0.043,0.037
2016-01-07T08:00:00.000Z,0.325,2.394,1.172,2.387,4.105,0.101,0.118,0.394,0.408,0.286
2016-01-07T09:00:00.000Z,0.324,2.387,1.36,2.59,4.24,0.103,0.258,0.833,0.968,0.78
2016-01-07T10:00:00.000Z,0.325,2.387,1.432,2.277,4.332,0.155,0.417,1.067,1.455,0.959
2016-01-07T11:00:00.000Z,0.33,2.385,1.573,2.273,4.242,0.182,0.569,0.753,1.421,0.599
2016-01-07T12:00:00.000Z,0.331,2.381,1.496,2.569,4.448,0.172,0.53,0.34,0.962,0.151
2016-01-07T13:00:00.000Z,0.332,2.379,1.736,2.868,4.936,0.187,0.314,0.154,0.43,0.017
2016-01-07T14:00:00.000Z,0.331,2.369,2.18,3.052,5.687,0.239,0.069,0.066,0.123,0.025
2016-01-07T15:00:00.000Z,0.331,2.354,2.759,3.151,6.23,0.276,0.004,0.008,0.011,0.004
2016-01-07T16:00:00.000Z,0.331,2.36,3.353,3.65,6.114,0.307,0,0,0,0
2016-01-07T17:00:00.000Z,0.33,2.36,3.797,4.536,6.271,0.3,0,0,0,0
2016-01-07T18:00:00.000Z,0.331,2.346,3.968,5.004,6.488,0.385,0,0,0,0
2016-01-07T19:00:00.000Z,0.331,2.344,4.528,5.17,6.752,0.485,0,0,0,0
2016-01-07T20:00:00.000Z,0.331,2.347,5.136,5.592,6.776,0.552,0,0,0,0
2016-01-07T21:00:00.000Z,0.332,2.349,5.986,5.336,6.803,0.568,0,0,0,0
2016-01-07T22:00:00.000Z,0.331,2.194,6.559,5.029,6.897,0.553,0,0,0,0
2016-01-07T23:00:00.000Z,0.332,2.31,7.071,5.065,7.225,0.454,0,0,0,0
2016-01-08T00:00:00.000Z,0.332,2.011,7.106,5.11,7.81,0.443,0,0,0,0
2016-01-08T01:00:00.000Z,0.332,1.716,7.099,4.967,8.305,0.451,0,0,0,0
2016-01-08T02:00:00.000Z,0.332,1.975,7.308,4.822,8.63,0.392,0,0,0,0
2016-01-08T03:00:00.000Z,0.332,1.857,7.526,4.729,8.885,0.372,0,0,0,0
2016-01-08T04:00:00.000Z,0.332,2.124,7.978,4.513,9.398,0.338,0,0,0,0
2016-01-08T05:00:00.000Z,0.332,2.256,8.558,4.163,10.293,0.278,0,0,0,0
2016-01-08T06:00:00.000Z,0.325,2.16,8.744,4.069,10.553,0.222,0,0,0,0
2016-01-08T07:00:00.000Z,0.303,2.158,9.301,3.856,10.555,0.237,0.058,0.058,0.153,0.07
2016-01-08T08:00:00.000Z,0.208,2.287,9.902,3.257,10.261,0.156,0.446,0.737,1.136,0.497
2016-01-08T09:00:00.000Z,0.201,2.343,10.217,2.688,9.976,0.091,1.12,1.579,2.409,1.136
2016-01-08T10:00:00.000Z,0.163,2.276,10.407,2.303,9.889,0.069,1.721,2.279,3.289,1.447
2016-01-08T11:00:00.000Z,0.206,2.09,9.974,1.913,9.444,0.045,2.018,2.386,3.498,1.215
2016-01-08T12:00:00.000Z,0.201,1.671,9.389,1.505,8.532,0.025,1.847,2.013,2.752,0.751
2016-01-08T13:00:00.000Z,0.177,1.214,9.187,1.057,6.994,0.015,1.247,1.409,1.497,0.339
2016-01-08T14:00:00.000Z,0.074,0.681,9.334,0.747,5.288,0.025,0.402,0.658,0.545,0.146
2016-01-08T15:00:00.000Z,0.025,0.236,9.852,0.751,4.493,0.055,0.018,0.056,0.042,0.003
2016-01-08T16:00:00.000Z,0.059,0.067,9.967,0.857,3.715,0.067,0,0,0,0
2016-01-08T17:00:00.000Z,0.096,0.088,9.54,0.986,2.773,0.095,0,0,0,0
2016-01-08T18:00:00.000Z,0.097,0.287,8.722,1.111,2.467,0.092,0,0,0,0
2016-01-08T19:00:00.000Z,0.147,0.51,7.57,1.18,2.403,0.078,0,0,0,0
2016-01-08T20:00:00.000Z,0.305,0.985,6.223,1.194,2.468,0.056,0,0,0,0
2016-01-08T21:00:00.000Z,0.289,1.334,5.048,1.084,2.491,0.065,0,0,0,0
2016-01-08T22:00:00.000Z,0.236,1.827,4.006,1.073,2.571,0.069,0,0,0,0
2016-01-08T23:00:00.000Z,0.197,2.134,2.672,1.052,2.71,0.05,0,0,0,0
2016-01-09T00:00:00.000Z,0.197,1.997,1.908,1.048,2.939,0.032,0,0,0,0
2016-01-09T01:00:00.000Z,0.184,1.886,1.33,1.016,3.242,0.014,0,0,0,0
2016-01-09T02:00:00.000Z,0.075,1.657,1.246,0.875,3.336,0.009,0,0,0,0
2016-01-09T03:00:00.000Z,0.023,1.549,1.496,0.731,3.547,0.009,0,0,0,0
2016-01-09T04:00:00.000Z,0.002,1.632,1.296,0.704,3.452,0.008,0,0,0,0
2016-01-09T05:00:00.000Z,0.003,1.756,1.287,0.83,3.574,0.014,0,0,0,0
2016-01-09T06:00:00.000Z,0.01,1.509,1.465,1.043,3.489,0.021,0,0,0,0
2016-01-09T07:00:00.000Z,0.036,1.392,1.809,1.115,3.432,0.023,0.106,0.027,0.049,0.015
2016-01-09T08:00:00.000Z,0.048,1.332,2.192,1.191,3.194,0.034,0.649,0.311,0.459,0.135
2016-01-09T09:00:00.000Z,0.047,1.316,2.291,1.165,2.861,0.048,1.261,0.796,1.086,0.303
2016-01-09T10:00:00.000Z,0.064,1.312,1.854,1.011,2.158,0.065,1.764,1.245,1.607,0.387
2016-01-09T11:00:00.000Z,0.071,1.414,1.416,0.892,1.779,0.068,1.841,1.266,1.704,0.361
2016-01-09T12:00:00.000Z,0.068,1.426,1.261,0.781,1.696,0.061,1.68,1.085,1.407,0.281
2016-01-09T13:00:00.000Z,0.083,1.281,1.23,0.771,1.756,0.053,1.043,0.725,0.934,0.199
2016-01-09T14:00:00.000Z,0.101,1.188,1.603,0.939,2.223,0.072,0.337,0.31,0.346,0.085
2016-01-09T15:00:00.000Z,0.128,1.024,2.426,1.281,3.062,0.059,0.016,0.035,0.03,0.01
2016-01-09T16:00:00.000Z,0.216,1.03,3.133,1.545,3.672,0.053,0,0,0,0
2016-01-09T17:00:00.000Z,0.235,1.216,3.614,1.726,3.882,0.046,0,0,0,0
2016-01-09T18:00:00.000Z,0.21,1.32,3.736,2.011,4.128,0.045,0,0,0,0
2016-01-09T19:00:00.000Z,0.164,1.445,3.513,2.188,4.261,0.059,0,0,0,0
2016-01-09T20:00:00.000Z,0.146,1.49,3.444,2.251,4.262,0.074,0,0,0,0
2016-01-09T21:00:00.000Z,0.124,1.764,3.578,2.285,4.355,0.087,0,0,0,0
2016-01-09T22:00:00.000Z,0.115,1.958,3.587,2.466,4.39,0.086,0,0,0,0
2016-01-09T23:00:00.000Z,0.172,2.135,3.393,2.668,4.615,0.103,0,0,0,0
2016-01-10T00:00:00.000Z,0.259,2.237,3.205,2.977,4.813,0.1,0,0,0,0
2016-01-10T01:00:00.000Z,0.294,2.377,2.941,3.295,5.312,0.159,0,0,0,0
2016-01-10T02:00:00.000Z,0.289,2.42,2.776,3.382,5.988,0.267,0,0,0,0
2016-01-10T03:00:00.000Z,0.284,2.423,3.025,3.427,5.732,0.298,0,0,0,0
2016-01-10T04:00:00.000Z,0.323,2.415,3.593,3.396,5.71,0.313,0,0,0,0
2016-01-10T05:00:00.000Z,0.331,2.416,4.217,3.395,5.995,0.292,0,0,0,0
2016-01-10T06:00:00.000Z,0.331,2.416,4.648,3.616,5.941,0.282,0,0,0,0
2016-01-10T07:00:00.000Z,0.331,2.4,4.839,3.414,5.943,0.248,0.056,0.034,0.065,0.022
2016-01-10T08:00:00.000Z,0.331,2.34,5.102,3.256,5.522,0.287,0.329,0.373,0.342,0.153
2016-01-10T09:00:00.000Z,0.331,2.352,5.225,3.274,5.136,0.289,0.519,0.804,0.707,0.282
2016-01-10T10:00:00.000Z,0.33,2.314,5.097,3.318,4.894,0.303,0.56,1.311,0.969,0.315
2016-01-10T11:00:00.000Z,0.33,2.277,4.748,3.277,4.413,0.252,0.601,1.73,1.173,0.301
2016-01-10T12:00:00.000Z,0.33,2.204,4.599,2.81,4.211,0.194,0.724,1.697,1.244,0.275
2016-01-10T13:00:00.000Z,0.32,2.097,4.696,2.128,4.04,0.147,0.661,1.179,0.963,0.208
2016-01-10T14:00:00.000Z,0.306,2.147,4.374,1.893,3.701,0.128,0.286,0.459,0.411,0.07
2016-01-10T15:00:00.000Z,0.215,2.262,4.18,2.212,3.863,0.14,0.017,0.029,0.032,0.003
2016-01-10T16:00:00.000Z,0.142,2.197,3.978,2.483,4.442,0.197,0,0,0,0
2016-01-10T17:00:00.000Z,0.088,2.161,3.915,2.54,4.786,0.276,0,0,0,0
2016-01-10T18:00:00.000Z,0.079,2.207,4.289,2.326,5.075,0.35,0,0,0,0
2016-01-10T19:00:00.000Z,0.077,1.999,4.125,1.955,5.258,0.313,0,0,0,0
2016-01-10T20:00:00.000Z,0.128,1.583,3.66,1.907,4.808,0.286,0,0,0,0
2016-01-10T21:00:00.000Z,0.083,1.695,3.411,1.81,4.28,0.296,0,0,0,0
2016-01-10T22:00:00.000Z,0.12,1.731,3.113,1.836,4.185,0.288,0,0,0,0
2016-01-10T23:00:00.000Z,0.08,1.68,3.186,1.595,3.926,0.262,0,0,0,0
2016-01-11T00:00:00.000Z,0.051,1.472,3.249,1.467,3.603,0.172,0,0,0,0
2016-01-11T01:00:00.000Z,0.064,1.459,3.019,1.266,3.452,0.128,0,0,0,0
2016-01-11T02:00:00.000Z,0.057,1.178,2.638,1.055,3.004,0.098,0,0,0,0
2016-01-11T03:00:00.000Z,0.043,1.235,2.095,1.053,2.816,0.074,0,0,0,0
2016-01-11T04:00:00.000Z,0.036,1.155,1.569,1.03,2.624,0.06,0,0,0,0
2016-01-11T05:00:00.000Z,0.026,1.086,1.386,1.202,2.417,0.072,0,0,0,0
2016-01-11T06:00:00.000Z,0.013,1.03,1.228,1.411,2.6,0.102,0,0,0,0
2016-01-11T07:00:00.000Z,0.004,0.928,1.168,1.769,2.799,0.15,0.058,0.011,0.016,0.006
2016-01-11T08:00:00.000Z,0.006,1.061,0.975,2.292,2.658,0.213,0.248,0.097,0.165,0.035
2016-01-11T09:00:00.000Z,0.004,0.978,0.922,2.4,2.591,0.243,0.486,0.283,0.45,0.125
2016-01-11T10:00:00.000Z,0.002,0.87,0.799,2.398,2.529,0.196,0.611,0.39,0.707,0.281
2016-01-11T11:00:00.000Z,0.006,0.932,0.645,2.228,2.226,0.205,0.625,0.429,0.732,0.452
2016-01-11T12:00:00.000Z,0.012,0.971,0.517,2.16,2.122,0.257,0.506,0.436,0.647,0.405
2016-01-11T13:00:00.000Z,0.003,0.901,0.56,2.193,2.424,0.318,0.322,0.295,0.421,0.259
2016-01-11T14:00:00.000Z,0.01,0.984,0.679,2.476,2.993,0.334,0.118,0.155,0.166,0.157
2016-01-11T15:00:00.000Z,0.021,1.238,0.871,2.496,3.435,0.407,0.007,0.029,0.022,0.031
2016-01-11T16:00:00.000Z,0.031,1.527,1.113,2.735,3.771,0.554,0,0,0.001,0
2016-01-11T17:00:00.000Z,0.03,1.538,1.461,2.884,4.044,0.522,0,0,0,0
2016-01-11T18:00:00.000Z,0.033,1.421,1.907,3.015,3.86,0.491,0,0,0,0
2016-01-11T19:00:00.000Z,0.04,1.395,1.966,3.202,3.703,0.519,0,0,0,0
2016-01-11T20:00:00.000Z,0.046,1.356,1.862,3.31,3.631,0.544,0,0,0,0
2016-01-11T21:00:00.000Z,0.064,1.399,1.73,3.32,3.533,0.558,0,0,0,0
2016-01-11T22:00:00.000Z,0.054,1.391,1.747,3.05,3.496,0.561,0,0,0,0
2016-01-11T23:00:00.000Z,0.047,1.453,1.708,2.785,3.562,0.551,0,0,0,0
