"Date (UTC)","Wind offshore 50Hertz","Wind offshore Tennet","Wind onshore 50Hertz","Wind Amprion","Wind onshore Tennet","Wind Transnet BW","Solar 50Hertz","Solar Amprion","Solar Tennet","Solar Transnet BW"
2015-01-02T23:00:00.000Z,0.048,0.48,10.331,3.081,10.311,0.241,0,0,0,0
2015-01-03T00:00:00.000Z,0.048,0.48,10.289,2.71,9.919,0.231,0,0,0,0
2015-01-03T01:00:00.000Z,0.048,0.484,10.191,2.47,9.105,0.226,0,0,0,0
2015-01-03T02:00:00.000Z,0.047,0.484,9.87,2.24,8.475,0.206,0,0,0,0
2015-01-03T03:00:00.000Z,0.048,0.484,9.37,2.181,8.446,0.158,0,0,0,0
2015-01-03T04:00:00.000Z,0.048,0.484,9.148,2.094,9.007,0.097,0,0,0,0
2015-01-03T05:00:00.000Z,0.048,0.484,9.529,2.14,9.426,0.056,0,0,0,0
2015-01-03T06:00:00.000Z,0.048,0.484,9.973,2.428,9.338,0.048,0,0,0,0
2015-01-03T07:00:00.000Z,0.04,0.484,10.55,2.941,9.28,0.095,0.028,0.014,0.026,0.007
2015-01-03T08:00:00.000Z,0.021,0.483,10.423,2.977,9.822,0.093,0.292,0.095,0.183,0.053
2015-01-03T09:00:00.000Z,0.021,0.483,10.349,2.876,9.656,0.112,0.563,0.22,0.382,0.138
2015-01-03T10:00:00.000Z,0.042,0.483,10.664,2.465,9.848,0.095,0.662,0.318,0.581,0.171
2015-01-03T11:00:00.000Z,0.048,0.449,10.854,1.815,9.844,0.119,0.596,0.298,0.651,0.113
2015-01-03T12:00:00.000Z,0.048,0.487,10.58,1.26,9,0.119,0.38,0.238,0.514,0.053
2015-01-03T13:00:00.000Z,0.048,0.484,9.715,1,8.37,0.174,0.178,0.126,0.274,0.024
2015-01-03T14:00:00.000Z,0.048,0.459,8.935,0.872,7.27,0.211,0.048,0.054,0.087,0.01
2015-01-03T15:00:00.000Z,0.048,0.445,8.069,0.816,6.738,0.253,0.002,0.003,0.016,0
2015-01-03T16:00:00.000Z,0.048,0.458,7.848,0.894,6.166,0.337,0,0,0,0
2015-01-03T17:00:00.000Z,0.048,0.484,7.708,0.984,5.226,0.436,0,0,0,0
2015-01-03T18:00:00.000Z,0.048,0.485,7.057,1.175,4.247,0.403,0,0,0,0
2015-01-03T19:00:00.000Z,0.048,0.485,6.81,1.746,4.773,0.52,0,0,0,0
2015-01-03T20:00:00.000Z,0.048,0.485,6.939,2.125,5.69,0.431,0,0,0,0
2015-01-03T21:00:00.000Z,0.048,0.486,7.406,2.069,5.939,0.341,0,0,0,0
2015-01-03T22:00:00.000Z,0.048,0.486,8.087,2.245,6.617,0.323,0,0,0,0
2015-01-03T23:00:00.000Z,0.048,0.486,8.388,2.259,6.896,0.237,0,0,0,0
2015-01-04T00:00:00.000Z,0.048,0.485,8.769,2.338,7.335,0.199,0,0,0,0
2015-01-04T01:00:00.000Z,0.048,0.483,9.129,2.481,7.028,0.175,0,0,0,0
2015-01-04T02:00:00.000Z,0.048,0.474,9.354,2.33,7.038,0.144,0,0,0,0
2015-01-04T03:00:00.000Z,0.048,0.476,9.514,2.243,7.064,0.175,0,0,0,0
2015-01-04T04:00:00.000Z,0.048,0.475,9.562,2.231,6.674,0.191,0,0,0,0
2015-01-04T05:00:00.000Z,0.048,0.469,9.298,2.342,6.733,0.165,0,0,0,0
2015-01-04T06:00:00.000Z,0.048,0.466,9.081,2.38,6.31,0.143,0,0,0,0
2015-01-04T07:00:00.000Z,0.048,0.47,9.006,2.347,6.417,0.099,0.022,0.014,0.009,0.013
2015-01-04T08:00:00.000Z,0.048,0.462,8.876,2.148,6.011,0.123,0.344,0.294,0.207,0.131
2015-01-04T09:00:00.000Z,0.048,0.468,8.737,1.97,5.891,0.127,0.845,0.925,0.623,0.376
2015-01-04T10:00:00.000Z,0.048,0.472,8.541,1.822,6.294,0.134,1.13,1.332,0.993,0.682
2015-01-04T11:00:00.000Z,0.048,0.455,8.515,1.804,6.274,0.145,1.083,1.625,1.176,0.677
2015-01-04T12:00:00.000Z,0.048,0.441,8.313,1.837,6.261,0.139,0.886,1.506,1.057,0.529
2015-01-04T13:00:00.000Z,0.048,0.459,8.134,1.656,6.058,0.157,0.549,0.849,0.725,0.299
2015-01-04T14:00:00.000Z,0.048,0.452,7.883,1.493,5.432,0.17,0.145,0.359,0.29,0.152
2015-01-04T15:00:00.000Z,0.048,0.428,7.559,1.317,5.016,0.162,0.007,0.019,0.037,0.02
2015-01-04T16:00:00.000Z,0.047,0.434,7.517,1.324,4.582,0.202,0,0,0,0
2015-01-04T17:00:00.000Z,0.041,0.44,7.422,1.396,4.636,0.218,0,0,0,0
2015-01-04T18:00:00.000Z,0.029,0.416,7.702,1.621,4.652,0.225,0,0,0,0
2015-01-04T19:00:00.000Z,0.033,0.408,7.705,1.642,4.514,0.221,0,0,0,0
2015-01-04T20:00:00.000Z,0.041,0.384,6.982,1.45,4.361,0.212,0,0,0,0
2015-01-04T21:00:00.000Z,0.042,0.437,6.419,1.301,4.453,0.205,0,0,0,0
2015-01-04T22:00:00.000Z,0.038,0.443,6.31,1.378,4.495,0.199,0,0,0,0
2015-01-04T23:00:00.000Z,0.044,0.448,6.105,1.398,4.614,0.111,0,0,0,0
2015-01-05T00:00:00.000Z,0.045,0.435,6.076,1.318,4.675,0.112,0,0,0,0
2015-01-05T01:00:00.000Z,0.045,0.436,6.241,1.422,4.823,0.073,0,0,0,0
2015-01-05T02:00:00.000Z,0.048,0.419,6.143,1.562,4.876,0.091,0,0,0,0
2015-01-05T03:00:00.000Z,0.048,0.422,6.567,1.461,5.35,0.052,0,0,0,0
2015-01-05T04:00:00.000Z,0.048,0.428,7.7,1.323,5.635,0.061,0,0,0,0
2015-01-05T05:00:00.000Z,0.047,0.399,8.156,1.309,5.758,0.047,0,0,0,0
2015-01-05T06:00:00.000Z,0.031,0.365,8.681,1.337,5.152,0.033,0,0,0,0
2015-01-05T07:00:00.000Z,0.003,0.344,9.198,1.225,4.652,0.035,0.016,0.027,0.026,0.023
2015-01-05T08:00:00.000Z,0.001,0.336,9.242,1.162,4.113,0.022,0.128,0.299,0.3,0.31
2015-01-05T09:00:00.000Z,0.002,0.344,8.832,1.03,3.674,0.038,0.337,0.941,0.788,0.856
2015-01-05T10:00:00.000Z,0.003,0.369,7.971,0.828,3.414,0.02,0.457,1.634,1.25,1.321
2015-01-05T11:00:00.000Z,0.003,0.426,7.052,0.684,3.279,0.021,0.449,2.177,1.556,1.552
2015-01-05T12:00:00.000Z,0.002,0.4,6.149,0.568,2.969,0.033,0.351,2.099,1.616,1.473
2015-01-05T13:00:00.000Z,0.001,0.331,5.101,0.495,2.204,0.011,0.217,1.342,1.333,1.12
2015-01-05T14:00:00.000Z,0,0.285,4.062,0.46,1.63,0.014,0.071,0.536,0.585,0.554
2015-01-05T15:00:00.000Z,0,0.204,3.241,0.447,1.357,0.006,0.004,0.038,0.076,0.076
2015-01-05T16:00:00.000Z,0,0.161,2.596,0.463,1.422,0.006,0,0,0,0
2015-01-05T17:00:00.000Z,0,0.163,2.209,0.505,1.493,0.011,0,0,0,0
2015-01-05T18:00:00.000Z,0,0.226,1.919,0.427,1.542,0.01,0,0,0,0
2015-01-05T19:00:00.000Z,0,0.179,1.516,0.304,1.334,0.006,0,0,0,0
2015-01-05T20:00:00.000Z,0,0.163,1.149,0.235,1.223,0.005,0,0,0,0
2015-01-05T21:00:00.000Z,0,0.181,0.856,0.182,1.038,0.007,0,0,0,0
2015-01-05T22:00:00.000Z,0.001,0.199,0.691,0.167,0.917,0.012,0,0,0,0
2015-01-05T23:00:00.000Z,0.002,0.186,0.483,0.146,0.832,0.008,0,0,0,0
2015-01-06T00:00:00.000Z,0.005,0.164,0.296,0.137,0.71,0.008,0,0,0,0
2015-01-06T01:00:00.000Z,0.009,0.142,0.176,0.144,0.555,0.012,0,0,0,0
2015-01-06T02:00:00.000Z,0.011,0.131,0.119,0.174,0.512,0.017,0,0,0,0
2015-01-06T03:00:00.000Z,0.012,0.146,0.137,0.205,0.536,0.021,0,0,0,0
2015-01-06T04:00:00.000Z,0.013,0.169,0.259,0.209,0.59,0.024,0,0,0,0
2015-01-06T05:00:00.000Z,0.016,0.193,0.358,0.283,0.743,0.027,0,0,0,0
2015-01-06T06:00:00.000Z,0.02,0.223,0.395,0.401,0.943,0.028,0,0,0,0
2015-01-06T07:00:00.000Z,0.024,0.222,0.495,0.518,1.109,0.032,0.032,0.035,0.07,0.046
2015-01-06T08:00:00.000Z,0.029,0.212,0.63,0.616,1.316,0.03,0.431,0.475,0.599,0.531
2015-01-06T09:00:00.000Z,0.031,0.238,0.795,0.716,1.497,0.023,0.922,1.175,1.406,1.149
2015-01-06T10:00:00.000Z,0.027,0.267,1.096,0.75,1.544,0.016,1.301,1.711,2.121,1.485
2015-01-06T11:00:00.000Z,0.022,0.28,1.262,0.684,1.419,0.015,1.39,1.868,2.527,1.467
2015-01-06T12:00:00.000Z,0.022,0.27,1.584,0.593,1.546,0.012,1.121,1.737,2.358,1.131
2015-01-06T13:00:00.000Z,0.021,0.28,1.971,0.653,1.668,0.017,0.651,1.066,1.57,0.676
2015-01-06T14:00:00.000Z,0.026,0.315,2.329,0.718,2.068,0.023,0.179,0.434,0.643,0.294
2015-01-06T15:00:00.000Z,0.039,0.351,3.156,1.014,2.423,0.022,0.009,0.038,0.07,0.044
2015-01-06T16:00:00.000Z,0.046,0.371,4.032,1.281,2.714,0.035,0,0,0,0
2015-01-06T17:00:00.000Z,0.046,0.362,4.947,1.493,2.851,0.031,0,0,0,0
2015-01-06T18:00:00.000Z,0.047,0.355,5.313,1.316,2.846,0.034,0,0,0,0
2015-01-06T19:00:00.000Z,0.048,0.391,5.151,1.358,3.089,0.049,0,0,0,0
2015-01-06T20:00:00.000Z,0.046,0.37,4.868,1.487,2.796,0.066,0,0,0,0
2015-01-06T21:00:00.000Z,0.044,0.424,4.906,1.745,2.896,0.086,0,0,0,0
2015-01-06T22:00:00.000Z,0.044,0.446,4.605,1.946,2.864,0.092,0,0,0,0
2015-01-06T23:00:00.000Z,0.039,0.461,4.358,2.009,2.681,0.071,0,0,0,0
2015-01-07T00:00:00.000Z,0.038,0.441,3.988,1.698,2.727,0.077,0,0,0,0
2015-01-07T01:00:00.000Z,0.038,0.368,3.544,1.575,2.939,0.105,0,0,0,0
2015-01-07T02:00:00.000Z,0.037,0.366,3.753,1.689,3.145,0.1,0,0,0,0
2015-01-07T03:00:00.000Z,0.033,0.365,3.701,1.626,3.298,0.103,0,0,0,0
2015-01-07T04:00:00.000Z,0.024,0.315,3.71,1.432,3.194,0.091,0,0,0,0
2015-01-07T05:00:00.000Z,0.025,0.262,3.69,1.459,3.197,0.092,0,0,0,0
2015-01-07T06:00:00.000Z,0.03,0.235,3.711,1.312,2.926,0.089,0,0,0,0
2015-01-07T07:00:00.000Z,0.03,0.264,3.601,1.227,2.778,0.087,0.015,0.013,0.016,0.007
2015-01-07T08:00:00.000Z,0.021,0.338,3.413,1.057,2.709,0.085,0.084,0.189,0.272,0.069
2015-01-07T09:00:00.000Z,0.019,0.398,3.392,0.959,2.65,0.069,0.258,0.566,0.765,0.231
2015-01-07T10:00:00.000Z,0.035,0.466,3.248,0.969,2.876,0.069,0.512,0.996,1.176,0.384
2015-01-07T11:00:00.000Z,0.043,0.479,2.916,1.017,3.381,0.061,0.668,1.309,1.284,0.513
2015-01-07T12:00:00.000Z,0.043,0.462,2.754,1.066,3.811,0.055,0.687,1.351,1.127,0.535
2015-01-07T13:00:00.000Z,0.042,0.471,2.699,0.973,3.518,0.052,0.512,1.015,0.816,0.442
2015-01-07T14:00:00.000Z,0.043,0.487,2.753,0.93,3.27,0.054,0.158,0.403,0.346,0.235
2015-01-07T15:00:00.000Z,0.045,0.491,2.788,1.088,3.54,0.042,0.009,0.032,0.052,0.039
2015-01-07T16:00:00.000Z,0.042,0.501,3.243,1.413,3.923,0.044,0,0,0,0
2015-01-07T17:00:00.000Z,0.042,0.494,3.991,1.634,4.459,0.049,0,0,0,0
2015-01-07T18:00:00.000Z,0.046,0.5,4.428,1.766,5.05,0.053,0,0,0,0
2015-01-07T19:00:00.000Z,0.048,0.508,4.89,1.947,5.809,0.064,0,0,0,0
2015-01-07T20:00:00.000Z,0.048,0.508,5.179,2.217,6.447,0.078,0,0,0,0
2015-01-07T21:00:00.000Z,0.047,0.508,5.426,2.288,6.677,0.08,0,0,0,0
2015-01-07T22:00:00.000Z,0.047,0.508,5.299,2.341,6.97,0.089,0,0,0,0
2015-01-07T23:00:00.000Z,0.046,0.508,5.163,2.581,7.114,0.106,0,0,0,0
2015-01-08T00:00:00.000Z,0.046,0.508,5.23,2.898,7.508,0.108,0,0,0,0
2015-01-08T01:00:00.000Z,0.047,0.507,5.283,3.182,7.795,0.139,0,0,0,0
2015-01-08T02:00:00.000Z,0.048,0.503,5.416,3.432,7.653,0.167,0,0,0,0
2015-01-08T03:00:00.000Z,0.048,0.5,5.509,3.584,7.498,0.184,0,0,0,0
2015-01-08T04:00:00.000Z,0.048,0.504,5.625,3.698,7.24,0.186,0,0,0,0
2015-01-08T05:00:00.000Z,0.048,0.505,5.837,3.994,7.48,0.197,0,0,0,0
2015-01-08T06:00:00.000Z,0.048,0.505,6.207,3.939,7.709,0.229,0,0,0,0
2015-01-08T07:00:00.000Z,0.048,0.508,6.269,3.875,7.651,0.252,0.009,0.012,0.024,0.012
2015-01-08T08:00:00.000Z,0.048,0.499,6.295,3.88,7.753,0.256,0.062,0.076,0.22,0.091
2015-01-08T09:00:00.000Z,0.048,0.501,6.38,3.919,7.577,0.227,0.188,0.181,0.498,0.222
2015-01-08T10:00:00.000Z,0.048,0.496,6.357,4.083,7.222,0.3,0.333,0.331,0.755,0.33
2015-01-08T11:00:00.000Z,0.048,0.444,6.432,4.354,6.233,0.307,0.421,0.443,0.806,0.397
2015-01-08T12:00:00.000Z,0.048,0.419,6.135,4.862,5.448,0.281,0.344,0.336,0.641,0.381
2015-01-08T13:00:00.000Z,0.048,0.401,6.03,4.814,5.469,0.337,0.206,0.203,0.404,0.226
2015-01-08T14:00:00.000Z,0.048,0.392,6.148,4.757,4.761,0.362,0.06,0.094,0.153,0.103
2015-01-08T15:00:00.000Z,0.048,0.452,6.829,4.895,4.695,0.452,0.003,0.01,0.026,0.018
2015-01-08T16:00:00.000Z,0.048,0.5,6.633,4.963,5.035,0.51,0,0,0,0
2015-01-08T17:00:00.000Z,0.046,0.499,7.281,4.937,5.644,0.487,0,0,0,0
2015-01-08T18:00:00.000Z,0.043,0.503,7.859,4.749,6.841,0.5,0,0,0,0
2015-01-08T19:00:00.000Z,0.045,0.503,8.219,4.699,7.964,0.545,0,0,0,0
2015-01-08T20:00:00.000Z,0.048,0.502,8.91,4.799,8.402,0.543,0,0,0,0
2015-01-08T21:00:00.000Z,0.048,0.501,9.419,4.278,8.556,0.538,0,0,0,0
2015-01-08T22:00:00.000Z,0.048,0.498,9.875,3.98,8.604,0.464,0,0,0,0
2015-01-08T23:00:00.000Z,0.048,0.492,9.285,3.896,8.882,0.424,0,0,0,0
2015-01-09T00:00:00.000Z,0.048,0.5,9.546,3.818,8.496,0.334,0,0,0,0
2015-01-09T01:00:00.000Z,0.048,0.505,9.85,4.305,8.117,0.334,0,0,0,0
2015-01-09T02:00:00.000Z,0.048,0.505,9.299,4.942,9.203,0.278,0,0,0,0
2015-01-09T03:00:00.000Z,0.048,0.496,9.451,5.362,9.943,0.355,0,0,0,0
2015-01-09T04:00:00.000Z,0.048,0.37,9.886,5.824,10.413,0.372,0,0,0,0
2015-01-09T05:00:00.000Z,0.048,0.214,9.984,6.414,10.749,0.371,0,0,0,0
2015-01-09T06:00:00.000Z,0.048,0.157,10,6.525,11.282,0.412,0,0,0,0
2015-01-09T07:00:00.000Z,0.048,0.155,10.923,6.414,11.218,0.475,0.01,0.01,0.024,0.01
2015-01-09T08:00:00.000Z,0.046,0.117,11.488,6.518,11.322,0.508,0.115,0.072,0.171,0.068
2015-01-09T09:00:00.000Z,0.032,0.152,11.588,6.533,11.264,0.518,0.255,0.182,0.34,0.2
2015-01-09T10:00:00.000Z,0.023,0.137,11.31,6.424,10.96,0.565,0.279,0.242,0.577,0.305
2015-01-09T11:00:00.000Z,0.043,0.159,11.325,6.299,11.373,0.513,0.314,0.307,0.561,0.294
2015-01-09T12:00:00.000Z,0.041,0.183,11.187,6.463,11.615,0.537,0.256,0.296,0.444,0.239
2015-01-09T13:00:00.000Z,0.029,0.228,11.283,6.446,11.845,0.504,0.144,0.265,0.329,0.133
2015-01-09T14:00:00.000Z,0.032,0.441,11.359,6.327,12,0.585,0.034,0.122,0.143,0.051
2015-01-09T15:00:00.000Z,0.043,0.468,11.339,6.117,12.24,0.532,0.003,0.014,0.022,0.007
2015-01-09T16:00:00.000Z,0.048,0.475,11.363,5.963,12.093,0.581,0,0,0,0
2015-01-09T17:00:00.000Z,0.048,0.471,11.148,5.345,11.834,0.57,0,0,0,0
2015-01-09T18:00:00.000Z,0.048,0.476,10.914,4.705,11.473,0.52,0,0,0,0
2015-01-09T19:00:00.000Z,0.048,0.45,11.237,4.258,10.072,0.574,0,0,0,0
2015-01-09T20:00:00.000Z,0.048,0.354,11.055,4.597,7.802,0.579,0,0,0,0
2015-01-09T21:00:00.000Z,0.048,0.258,10.203,5.16,6.117,0.586,0,0,0,0
2015-01-09T22:00:00.000Z,0.048,0.339,9.14,5.765,5.75,0.592,0,0,0,0
2015-01-09T23:00:00.000Z,0.048,0.431,7.565,5.944,6.178,0.594,0,0,0,0
2015-01-10T00:00:00.000Z,0.048,0.459,6.33,5.993,7.522,0.592,0,0,0,0
2015-01-10T01:00:00.000Z,0.047,0.472,5.627,6.017,8.492,0.586,0,0,0,0
2015-01-10T02:00:00.000Z,0.04,0.471,5.867,5.957,9.668,0.584,0,0,0,0
2015-01-10T03:00:00.000Z,0.033,0.474,6.604,5.91,10.312,0.524,0,0,0,0
2015-01-10T04:00:00.000Z,0.034,0.471,7.513,5.881,10.485,0.5,0,0,0,0
2015-01-10T05:00:00.000Z,0.034,0.461,8.249,6.306,11.172,0.575,0,0,0,0
2015-01-10T06:00:00.000Z,0.043,0.265,9.374,6.417,11.113,0.573,0,0,0,0
2015-01-10T07:00:00.000Z,0.048,0.161,10.201,6.402,11.238,0.574,0.009,0.015,0.021,0.01
2015-01-10T08:00:00.000Z,0.048,0.139,10.472,6.29,11.395,0.54,0.064,0.126,0.263,0.098
2015-01-10T09:00:00.000Z,0.048,0.12,11.168,6.203,11.195,0.525,0.247,0.457,0.88,0.431
2015-01-10T10:00:00.000Z,0.048,0.117,11.599,6.302,11.153,0.472,0.52,0.893,1.896,0.92
2015-01-10T11:00:00.000Z,0.046,0.202,11.567,6.268,11.149,0.582,0.775,1.083,2.228,1.185
2015-01-10T12:00:00.000Z,0.029,0.178,11.46,6.299,10.871,0.584,0.727,0.951,1.895,0.968
2015-01-10T13:00:00.000Z,0.005,0.127,11.354,6.248,10.882,0.586,0.345,0.699,1.147,0.56
2015-01-10T14:00:00.000Z,0,0.151,11.234,6.282,10.605,0.587,0.075,0.269,0.434,0.182
2015-01-10T15:00:00.000Z,0.002,0.124,11.217,6.233,10.709,0.547,0.004,0.026,0.055,0.002
2015-01-10T16:00:00.000Z,0.011,0.121,11.158,5.986,10.813,0.494,0,0,0,0
2015-01-10T17:00:00.000Z,0.016,0.122,11.142,5.629,10.736,0.522,0,0,0,0
2015-01-10T18:00:00.000Z,0.004,0.155,11.114,5.352,10.668,0.527,0,0,0,0
2015-01-10T19:00:00.000Z,0,0.187,11.184,4.771,10.619,0.502,0,0,0,0
2015-01-10T20:00:00.000Z,0,0.189,11.081,4.256,10.612,0.522,0,0,0,0
2015-01-10T21:00:00.000Z,0,0.229,11.011,3.625,10.232,0.424,0,0,0,0
2015-01-10T22:00:00.000Z,0,0.285,10.743,3.471,10.121,0.372,0,0,0,0
2015-01-10T23:00:00.000Z,0,0.32,10.614,3.154,10.008,0.377,0,0,0,0
2015-01-11T00:00:00.000Z,0.001,0.3,10.583,3.34,9.724,0.329,0,0,0,0
2015-01-11T01:00:00.000Z,0.002,0.306,10.103,3.128,9.746,0.295,0,0,0,0
2015-01-11T02:00:00.000Z,0.004,0.345,9.835,3.26,9.711,0.257,0,0,0,0
2015-01-11T03:00:00.000Z,0.018,0.396,9.759,3.616,9.69,0.268,0,0,0,0
2015-01-11T04:00:00.000Z,0.041,0.386,9.731,3.981,9.612,0.278,0,0,0,0
2015-01-11T05:00:00.000Z,0.047,0.348,9.867,4.524,9.987,0.26,0,0,0,0
2015-01-11T06:00:00.000Z,0.047,0.38,10.171,5.131,9.755,0.325,0,0,0,0
2015-01-11T07:00:00.000Z,0.048,0.408,10.495,5.496,10.046,0.334,0.056,0.023,0.023,0.023
2015-01-11T08:00:00.000Z,0.048,0.35,10.566,5.576,10.023,0.395,0.388,0.243,0.255,0.19
2015-01-11T09:00:00.000Z,0.047,0.356,10.903,5.728,10.266,0.419,0.791,0.601,0.657,0.427
2015-01-11T10:00:00.000Z,0.048,0.388,10.901,6.011,10.476,0.434,0.875,0.936,1.1,0.512
2015-01-11T11:00:00.000Z,0.044,0.266,11.082,6.099,10.699,0.382,0.672,1.168,1.689,0.606
2015-01-11T12:00:00.000Z,0.036,0.309,10.996,6.111,10.878,0.462,0.491,1.119,1.663,0.705
2015-01-11T13:00:00.000Z,0.039,0.286,11.028,6.024,11.093,0.474,0.398,0.818,1.192,0.606
2015-01-11T14:00:00.000Z,0.048,0.337,11.018,5.794,10.993,0.479,0.164,0.321,0.6,0.333
2015-01-11T15:00:00.000Z,0.048,0.393,10.974,5.572,10.976,0.446,0.01,0.039,0.086,0.043
2015-01-11T16:00:00.000Z,0.047,0.426,11.249,5.654,11.014,0.464,0,0,0.004,0
2015-01-11T17:00:00.000Z,0.046,0.452,11.092,5.835,10.946,0.455,0,0,0,0
2015-01-11T18:00:00.000Z,0.047,0.455,10.979,6,10.989,0.457,0,0,0,0
2015-01-11T19:00:00.000Z,0.048,0.455,10.736,6.072,10.542,0.467,0,0,0,0
2015-01-11T20:00:00.000Z,0.048,0.456,10.479,5.832,10.019,0.516,0,0,0,0
2015-01-11T21:00:00.000Z,0.048,0.457,9.706,5.346,9.916,0.486,0,0,0,0
2015-01-11T22:00:00.000Z,0.048,0.456,9.567,5.126,9.684,0.486,0,0,0,0
2015-01-11T23:00:00.000Z,0.048,0.461,9.653,4.973,9.522,0.494,0,0,0,0
